id,date,category,revenue,cost,units_sold,profit,cleaned_at
635,2026-03-21,Home & Kitchen,78.65,49.96,1,28.690000000000005,2026-07-14 18:41:12
636,2026-03-21,Home & Kitchen,364.91,198.18,4,166.73000000000002,2026-07-14 18:41:12
637,2026-03-21,Sports,378.95,220.42,3,158.53,2026-07-14 18:41:12
638,2026-03-22,Books,100.93,58.14,5,42.790000000000006,2026-07-14 18:41:12
639,2026-03-22,Clothing,258.12,173.37,6,84.75,2026-07-14 18:41:12
640,2026-03-22,Electronics,2710.8,1877.4,12,833.4000000000001,2026-07-14 18:41:12
641,2026-03-22,Electronics,1551.22,949.48,6,601.74,2026-07-14 18:41:12
642,2026-03-22,Home & Kitchen,1287.76,838.06,14,449.70000000000005,2026-07-14 18:41:12
643,2026-03-22,Home & Kitchen,168.2,99.59,2,68.60999999999999,2026-07-14 18:41:12
644,2026-03-22,Home & Kitchen,307.22,179.51,4,127.71000000000004,2026-07-14 18:41:12
645,2026-03-23,Books,20.95,12.68,1,8.27,2026-07-14 18:41:12
646,2026-03-23,Clothing,391.26,222.27,9,168.98999999999998,2026-07-14 18:41:12
647,2026-03-23,Electronics,2820.53,1710.75,11,1109.7800000000002,2026-07-14 18:41:12
648,2026-03-23,Electronics,912.9,616.62,4,296.28,2026-07-14 18:41:12
649,2026-03-23,Electronics,1913.53,1272.32,8,641.21,2026-07-14 18:41:12
650,2026-03-23,Home & Kitchen,1027.65,689.7,11,337.95000000000005,2026-07-14 18:41:12
651,2026-03-23,Home & Kitchen,313.66,200.97,4,112.69000000000003,2026-07-14 18:41:12
652,2026-03-23,Sports,1778.98,901.83,14,877.15,2026-07-14 18:41:12
653,2026-03-23,Sports,340.3,219.85,3,120.45000000000002,2026-07-14 18:41:12
654,2026-03-23,Sports,441.27,241.98,4,199.29,2026-07-14 18:41:12
655,2026-03-23,Sports,570.28,310.26,5,260.02,2026-07-14 18:41:12
656,2026-03-24,Books,63.95,43.22,3,20.730000000000004,2026-07-14 18:41:12
657,2026-03-24,Books,118.43,77.55,6,40.88000000000001,2026-07-14 18:41:12
658,2026-03-24,Electronics,808.88,476.17,3,332.71,2026-07-14 18:41:12
659,2026-03-24,Electronics,2006.98,1176.26,8,830.72,2026-07-14 18:41:12
660,2026-03-24,Sports,356.06,234.2,3,121.86000000000001,2026-07-14 18:41:12
661,2026-03-25,Books,284.48,157.19,13,127.29000000000002,2026-07-14 18:41:12
662,2026-03-25,Books,140.35,73.1,7,67.25,2026-07-14 18:41:12
663,2026-03-25,Clothing,459.36,255.11,11,204.25,2026-07-14 18:41:12
664,2026-03-25,Clothing,519.12,312.12,11,207.0,2026-07-14 18:41:12
665,2026-03-25,Electronics,486.19,289.04,2,197.14999999999998,2026-07-14 18:41:12
666,2026-03-25,Electronics,2174.11,1296.66,9,877.45,2026-07-14 18:41:12
667,2026-03-25,Home & Kitchen,1099.32,679.57,13,419.7499999999999,2026-07-14 18:41:12
668,2026-03-26,Books,229.68,136.1,12,93.58000000000001,2026-07-14 18:41:12
669,2026-03-26,Electronics,3184.65,2123.09,14,1061.56,2026-07-14 18:41:12
670,2026-03-26,Electronics,1747.74,1119.34,7,628.4000000000001,2026-07-14 18:41:12
671,2026-03-26,Electronics,1968.73,1146.2,8,822.53,2026-07-14 18:41:12
672,2026-03-26,Electronics,2012.64,1360.49,8,652.1500000000001,2026-07-14 18:41:12
673,2026-03-26,Electronics,2392.51,1332.42,9,1060.0900000000001,2026-07-14 18:41:12
674,2026-03-26,Home & Kitchen,866.09,480.63,11,385.46000000000004,2026-07-14 18:41:12
675,2026-03-26,Sports,113.24,65.61,1,47.629999999999995,2026-07-14 18:41:12
676,2026-03-26,Sports,570.98,362.53,5,208.45000000000005,2026-07-14 18:41:12
677,2026-03-27,Books,168.04,86.41,8,81.63,2026-07-14 18:41:12
678,2026-03-27,Electronics,2476.16,1593.44,11,882.7199999999998,2026-07-14 18:41:12
679,2026-03-27,Electronics,1037.32,542.41,4,494.90999999999997,2026-07-14 18:41:12
680,2026-03-27,Electronics,973.81,510.48,4,463.3299999999999,2026-07-14 18:41:12
681,2026-03-27,Sports,1309.21,869.63,10,439.58000000000004,2026-07-14 18:41:12
682,2026-03-28,Clothing,46.75,28.35,1,18.4,2026-07-14 18:41:12
683,2026-03-28,Clothing,647.15,441.78,14,205.37,2026-07-14 18:41:12
684,2026-03-28,Electronics,2430.96,1504.11,10,926.8500000000001,2026-07-14 18:41:12
685,2026-03-28,Electronics,1880.79,1212.72,7,668.0699999999999,2026-07-14 18:41:12
686,2026-03-28,Home & Kitchen,459.21,235.71,5,223.49999999999997,2026-07-14 18:41:12
687,2026-03-28,Home & Kitchen,832.58,527.62,9,304.96000000000004,2026-07-14 18:41:12
688,2026-03-29,Clothing,133.65,82.31,3,51.34,2026-07-14 18:41:12
689,2026-03-29,Clothing,186.23,103.37,4,82.85999999999999,2026-07-14 18:41:12
690,2026-03-29,Electronics,1603.68,1023.95,6,579.73,2026-07-14 18:41:12
691,2026-03-29,Electronics,1686.6,1039.69,7,646.9099999999999,2026-07-14 18:41:12
692,2026-03-29,Electronics,1777.02,904.06,7,872.96,2026-07-14 18:41:12
693,2026-03-29,Sports,1699.7,966.51,14,733.19,2026-07-14 18:41:12
694,2026-03-29,Sports,761.61,448.8,6,312.81,2026-07-14 18:41:12
695,2026-03-30,Clothing,335.93,211.35,8,124.58000000000001,2026-07-14 18:41:12
696,2026-03-30,Home & Kitchen,78.22,52.36,1,25.86,2026-07-14 18:41:12
697,2026-03-30,Home & Kitchen,913.66,601.5,11,312.15999999999997,2026-07-14 18:41:12
698,2026-03-30,Home & Kitchen,1108.81,638.43,13,470.38,2026-07-14 18:41:12
699,2026-03-30,Home & Kitchen,692.7,400.79,9,291.91,2026-07-14 18:41:12
700,2026-03-30,Sports,1010.29,696.42,8,313.87,2026-07-14 18:41:12
701,2026-03-31,Books,18.56,11.08,1,7.479999999999999,2026-07-14 18:41:12
702,2026-03-31,Books,175.62,103.76,8,71.86,2026-07-14 18:41:12
703,2026-03-31,Clothing,122.13,79.54,3,42.58999999999999,2026-07-14 18:41:12
704,2026-03-31,Home & Kitchen,1078.37,622.86,14,455.5099999999999,2026-07-14 18:41:12
705,2026-03-31,Home & Kitchen,278.66,160.74,3,117.92000000000002,2026-07-14 18:41:12
706,2026-03-31,Sports,1555.7,1037.8,14,517.9000000000001,2026-07-14 18:41:12
707,2026-04-01,Books,42.61,29.69,2,12.919999999999998,2026-07-14 18:41:12
708,2026-04-01,Books,109.33,66.86,5,42.47,2026-07-14 18:41:12
709,2026-04-01,Clothing,519.91,352.33,12,167.57999999999998,2026-07-14 18:41:12
710,2026-04-01,Electronics,3277.11,2137.92,13,1139.19,2026-07-14 18:41:12
711,2026-04-01,Home & Kitchen,86.37,45.59,1,40.78,2026-07-14 18:41:12
712,2026-04-01,Home & Kitchen,587.91,329.5,7,258.40999999999997,2026-07-14 18:41:12
713,2026-04-01,Sports,1441.74,833.18,11,608.5600000000001,2026-07-14 18:41:12
714,2026-04-01,Sports,336.76,202.56,3,134.2,2026-07-14 18:41:12
715,2026-04-01,Sports,725.96,385.36,6,340.6,2026-07-14 18:41:12
716,2026-04-02,Books,111.14,73.14,6,38.0,2026-07-14 18:41:12
717,2026-04-02,Books,113.47,78.61,6,34.86,2026-07-14 18:41:12
718,2026-04-02,Electronics,807.05,504.15,3,302.9,2026-07-14 18:41:12
719,2026-04-02,Electronics,2048.26,1106.6,8,941.6600000000003,2026-07-14 18:41:12
720,2026-04-02,Sports,239.47,138.98,2,100.49000000000001,2026-07-14 18:41:12
721,2026-04-02,Sports,250.66,152.07,2,98.59,2026-07-14 18:41:12
722,2026-04-02,Sports,871.58,518.69,8,352.89,2026-07-14 18:41:12
723,2026-04-03,Books,61.23,37.86,3,23.369999999999997,2026-07-14 18:41:12
724,2026-04-03,Clothing,538.21,362.06,12,176.15000000000003,2026-07-14 18:41:12
725,2026-04-03,Clothing,590.72,407.49,12,183.23000000000002,2026-07-14 18:41:12
726,2026-04-03,Clothing,172.29,93.15,4,79.13999999999999,2026-07-14 18:41:12
727,2026-04-03,Electronics,809.17,478.38,3,330.78999999999996,2026-07-14 18:41:12
728,2026-04-03,Home & Kitchen,1013.3,580.07,11,433.2299999999999,2026-07-14 18:41:12
729,2026-04-03,Sports,124.34,73.78,1,50.56,2026-07-14 18:41:12
730,2026-04-03,Sports,338.43,176.61,3,161.82,2026-07-14 18:41:12
731,2026-04-04,Clothing,648.2,430.38,14,217.82000000000005,2026-07-14 18:41:12
732,2026-04-04,Electronics,2093.22,1267.9,8,825.3199999999997,2026-07-14 18:41:12
733,2026-04-04,Home & Kitchen,82.31,51.57,1,30.740000000000002,2026-07-14 18:41:12
734,2026-04-04,Home & Kitchen,239.73,167.55,3,72.17999999999998,2026-07-14 18:41:12
735,2026-04-04,Home & Kitchen,485.12,245.55,6,239.57,2026-07-14 18:41:12
736,2026-04-04,Sports,123.36,69.04,1,54.31999999999999,2026-07-14 18:41:12
737,2026-04-04,Sports,752.07,480.2,6,271.87000000000006,2026-07-14 18:41:12
738,2026-04-04,Sports,759.21,452.01,7,307.20000000000005,2026-07-14 18:41:12
739,2026-04-05,Books,36.58,21.24,2,15.34,2026-07-14 18:41:12
740,2026-04-05,Books,38.25,25.27,2,12.98,2026-07-14 18:41:12
741,2026-04-05,Electronics,257.02,178.83,1,78.18999999999997,2026-07-14 18:41:12
742,2026-04-05,Electronics,267.3,166.45,1,100.85000000000002,2026-07-14 18:41:12
743,2026-04-05,Electronics,457.76,266.19,2,191.57,2026-07-14 18:41:12
744,2026-04-05,Electronics,1869.73,1025.45,7,844.28,2026-07-14 18:41:12
745,2026-04-05,Home & Kitchen,1003.99,638.89,11,365.1,2026-07-14 18:41:12
746,2026-04-05,Home & Kitchen,257.51,161.31,3,96.19999999999999,2026-07-14 18:41:12
747,2026-04-05,Home & Kitchen,491.79,292.76,6,199.03000000000003,2026-07-14 18:41:12
748,2026-04-05,Sports,1621.7,812.82,13,808.88,2026-07-14 18:41:12
749,2026-04-05,Sports,1639.07,1071.6,13,567.47,2026-07-14 18:41:12
750,2026-04-06,Books,281.67,181.43,13,100.24000000000001,2026-07-14 18:41:12
751,2026-04-06,Books,130.44,88.23,7,42.209999999999994,2026-07-14 18:41:12
752,2026-04-06,Clothing,472.38,274.21,11,198.17000000000002,2026-07-14 18:41:12
753,2026-04-06,Clothing,625.36,342.03,14,283.33000000000004,2026-07-14 18:41:12
754,2026-04-06,Clothing,184.49,94.89,4,89.60000000000001,2026-07-14 18:41:12
755,2026-04-06,Electronics,250.56,127.63,1,122.93,2026-07-14 18:41:12
756,2026-04-06,Electronics,1751.08,1032.91,7,718.1699999999998,2026-07-14 18:41:12
757,2026-04-06,Home & Kitchen,417.87,272.42,5,145.45,2026-07-14 18:41:12
758,2026-04-06,Sports,919.67,563.44,8,356.2299999999999,2026-07-14 18:41:12
759,2026-04-07,Books,55.07,35.1,3,19.97,2026-07-14 18:41:12
760,2026-04-07,Books,172.73,90.0,9,82.72999999999999,2026-07-14 18:41:12
761,2026-04-07,Clothing,571.85,358.29,13,213.56,2026-07-14 18:41:12
762,2026-04-07,Clothing,299.52,202.21,7,97.30999999999997,2026-07-14 18:41:12
763,2026-04-07,Electronics,1779.14,1055.73,7,723.4100000000001,2026-07-14 18:41:12
764,2026-04-07,Home & Kitchen,1087.85,626.02,13,461.8299999999999,2026-07-14 18:41:12
765,2026-04-07,Home & Kitchen,163.65,107.65,2,56.0,2026-07-14 18:41:12
766,2026-04-07,Home & Kitchen,743.62,412.02,9,331.6,2026-07-14 18:41:12
767,2026-04-07,Sports,114.68,60.31,1,54.370000000000005,2026-07-14 18:41:12
768,2026-04-07,Sports,1509.38,850.16,12,659.2200000000001,2026-07-14 18:41:12
769,2026-04-08,Books,179.13,93.54,9,85.58999999999999,2026-07-14 18:41:12
770,2026-04-08,Clothing,375.56,236.73,9,138.83,2026-07-14 18:41:12
771,2026-04-08,Clothing,417.75,248.33,9,169.42,2026-07-14 18:41:12
772,2026-04-08,Electronics,1035.56,643.65,4,391.90999999999997,2026-07-14 18:41:12
773,2026-04-08,Home & Kitchen,1121.89,584.46,12,537.4300000000001,2026-07-14 18:41:12
774,2026-04-08,Home & Kitchen,918.59,617.1,12,301.49,2026-07-14 18:41:12
775,2026-04-08,Sports,242.5,141.42,2,101.08000000000001,2026-07-14 18:41:12
776,2026-04-09,Books,158.98,97.91,8,61.06999999999999,2026-07-14 18:41:12
777,2026-04-09,Clothing,281.31,194.04,6,87.27000000000001,2026-07-14 18:41:12
778,2026-04-09,Electronics,1584.6,964.64,6,619.9599999999999,2026-07-14 18:41:12
779,2026-04-09,Home & Kitchen,1116.82,570.07,12,546.7499999999999,2026-07-14 18:41:12
780,2026-04-09,Sports,1083.53,623.92,10,459.61,2026-07-14 18:41:12
781,2026-04-09,Sports,1308.39,828.7,12,479.69000000000005,2026-07-14 18:41:12
782,2026-04-10,Books,20.09,13.97,1,6.119999999999999,2026-07-14 18:41:12
783,2026-04-10,Books,167.2,112.95,8,54.249999999999986,2026-07-14 18:41:12
784,2026-04-10,Clothing,528.95,345.12,12,183.83000000000004,2026-07-14 18:41:12
785,2026-04-10,Electronics,468.17,274.86,2,193.31,2026-07-14 18:41:12
786,2026-04-10,Electronics,735.64,445.94,3,289.7,2026-07-14 18:41:12
787,2026-04-10,Home & Kitchen,460.73,301.33,6,159.40000000000003,2026-07-14 18:41:12
788,2026-04-10,Sports,1139.0,687.49,9,451.51,2026-07-14 18:41:12
789,2026-04-11,Books,203.29,141.9,10,61.389999999999986,2026-07-14 18:41:12
790,2026-04-11,Books,146.1,79.72,8,66.38,2026-07-14 18:41:12
791,2026-04-11,Clothing,89.71,58.27,2,31.43999999999999,2026-07-14 18:41:12
792,2026-04-11,Electronics,3549.45,2178.01,14,1371.4399999999996,2026-07-14 18:41:12
793,2026-04-11,Electronics,1983.2,1149.46,8,833.74,2026-07-14 18:41:12
794,2026-04-11,Home & Kitchen,772.19,514.24,9,257.95000000000005,2026-07-14 18:41:12
795,2026-04-11,Sports,484.64,327.54,4,157.09999999999997,2026-07-14 18:41:12
796,2026-04-11,Sports,1054.33,641.98,8,412.3499999999999,2026-07-14 18:41:12
797,2026-04-12,Books,209.44,119.18,11,90.25999999999999,2026-07-14 18:41:12
798,2026-04-12,Books,114.97,68.29,6,46.67999999999999,2026-07-14 18:41:12
799,2026-04-12,Books,116.78,63.65,6,53.13,2026-07-14 18:41:12
800,2026-04-12,Books,129.94,81.15,7,48.78999999999999,2026-07-14 18:41:12
801,2026-04-12,Clothing,502.75,266.15,11,236.60000000000002,2026-07-14 18:41:12
802,2026-04-12,Clothing,635.87,372.98,14,262.89,2026-07-14 18:41:12
803,2026-04-12,Electronics,3193.54,1690.85,14,1502.69,2026-07-14 18:41:12
804,2026-04-12,Electronics,480.19,313.19,2,167.0,2026-07-14 18:41:12
805,2026-04-12,Sports,1243.11,640.51,10,602.5999999999999,2026-07-14 18:41:12
806,2026-04-12,Sports,492.57,290.39,4,202.18,2026-07-14 18:41:12
807,2026-04-12,Sports,986.1,569.6,8,416.5,2026-07-14 18:41:12
808,2026-04-13,Books,110.61,69.39,6,41.22,2026-07-14 18:41:12
809,2026-04-13,Books,166.78,116.12,8,50.66,2026-07-14 18:41:12
810,2026-04-13,Clothing,253.27,166.78,6,86.49000000000001,2026-07-14 18:41:12
811,2026-04-13,Electronics,2855.73,1677.45,12,1178.28,2026-07-14 18:41:12
812,2026-04-13,Home & Kitchen,1111.02,642.58,13,468.43999999999994,2026-07-14 18:41:12
813,2026-04-13,Home & Kitchen,1203.06,832.55,13,370.51,2026-07-14 18:41:12
814,2026-04-13,Home & Kitchen,1276.62,761.21,14,515.4099999999999,2026-07-14 18:41:12
815,2026-04-13,Home & Kitchen,544.2,339.84,7,204.36000000000007,2026-07-14 18:41:12
816,2026-04-13,Sports,1366.03,720.44,11,645.5899999999999,2026-07-14 18:41:12
817,2026-04-13,Sports,262.42,151.83,2,110.59,2026-07-14 18:41:12
818,2026-04-14,Books,226.98,142.29,12,84.69,2026-07-14 18:41:12
819,2026-04-14,Books,287.87,182.31,14,105.56,2026-07-14 18:41:12
820,2026-04-14,Books,192.07,126.17,9,65.89999999999999,2026-07-14 18:41:12
821,2026-04-14,Clothing,505.21,304.61,12,200.59999999999997,2026-07-14 18:41:12
822,2026-04-14,Home & Kitchen,344.43,225.37,4,119.06,2026-07-14 18:41:12
823,2026-04-14,Home & Kitchen,502.73,254.3,6,248.43,2026-07-14 18:41:12
824,2026-04-15,Books,18.96,10.21,1,8.75,2026-07-14 18:41:12
825,2026-04-15,Books,234.02,159.2,13,74.82000000000002,2026-07-14 18:41:12
826,2026-04-15,Books,263.33,150.55,13,112.77999999999997,2026-07-14 18:41:12
827,2026-04-15,Home & Kitchen,825.71,542.91,10,282.80000000000007,2026-07-14 18:41:12
828,2026-04-15,Home & Kitchen,186.77,95.06,2,91.71000000000001,2026-07-14 18:41:12
829,2026-04-15,Sports,1820.59,1256.55,14,564.04,2026-07-14 18:41:12
830,2026-04-15,Sports,818.45,473.47,7,344.98,2026-07-14 18:41:12
831,2026-04-16,Books,213.59,112.94,10,100.65,2026-07-14 18:41:12
832,2026-04-16,Books,255.98,131.52,14,124.45999999999998,2026-07-14 18:41:12
833,2026-04-16,Books,72.44,48.39,4,24.049999999999997,2026-07-14 18:41:12
834,2026-04-16,Clothing,179.91,97.32,4,82.59,2026-07-14 18:41:12
835,2026-04-16,Clothing,344.34,237.63,8,106.70999999999998,2026-07-14 18:41:12
836,2026-04-16,Clothing,352.87,230.29,8,122.58000000000001,2026-07-14 18:41:12
837,2026-04-16,Electronics,2127.91,1470.95,9,656.9599999999998,2026-07-14 18:41:12
838,2026-04-16,Sports,1336.72,782.65,11,554.07,2026-07-14 18:41:12
839,2026-04-16,Sports,899.74,509.53,8,390.21000000000004,2026-07-14 18:41:12
840,2026-04-17,Books,230.88,149.23,12,81.65,2026-07-14 18:41:12
841,2026-04-17,Books,116.69,75.22,6,41.47,2026-07-14 18:41:12
842,2026-04-17,Books,152.07,87.95,7,64.11999999999999,2026-07-14 18:41:12
843,2026-04-17,Books,192.54,112.54,9,79.99999999999999,2026-07-14 18:41:12
844,2026-04-17,Clothing,607.99,390.65,14,217.34000000000003,2026-07-14 18:41:12
845,2026-04-17,Clothing,402.03,204.67,9,197.35999999999999,2026-07-14 18:41:12
846,2026-04-17,Home & Kitchen,421.6,218.81,5,202.79000000000002,2026-07-14 18:41:12
847,2026-04-17,Home & Kitchen,618.48,399.14,8,219.34000000000003,2026-07-14 18:41:12
848,2026-04-17,Sports,1540.49,1042.21,13,498.28,2026-07-14 18:41:12
849,2026-04-17,Sports,1690.76,1045.04,14,645.72,2026-07-14 18:41:12
850,2026-04-17,Sports,931.7,619.54,8,312.1600000000001,2026-07-14 18:41:12
851,2026-04-18,Books,132.17,86.24,7,45.92999999999999,2026-07-14 18:41:12
852,2026-04-18,Clothing,406.86,225.32,10,181.54000000000002,2026-07-14 18:41:12
853,2026-04-18,Electronics,255.08,142.67,1,112.41000000000003,2026-07-14 18:41:12
854,2026-04-18,Electronics,272.61,138.62,1,133.99,2026-07-14 18:41:12
855,2026-04-18,Electronics,2892.45,1505.53,11,1386.9199999999998,2026-07-14 18:41:12
856,2026-04-18,Home & Kitchen,1100.83,624.6,14,476.2299999999999,2026-07-14 18:41:12
857,2026-04-18,Sports,990.91,511.0,8,479.90999999999997,2026-07-14 18:41:12
858,2026-04-19,Clothing,336.97,175.11,8,161.86,2026-07-14 18:41:12
859,2026-04-19,Electronics,226.54,115.62,1,110.91999999999999,2026-07-14 18:41:12
860,2026-04-19,Electronics,3063.71,1939.42,13,1124.29,2026-07-14 18:41:12
861,2026-04-19,Electronics,730.39,501.47,3,228.91999999999996,2026-07-14 18:41:12
862,2026-04-19,Electronics,1618.79,1084.74,7,534.05,2026-07-14 18:41:12
863,2026-04-20,Books,166.56,110.5,8,56.06,2026-07-14 18:41:12
864,2026-04-20,Clothing,40.73,27.2,1,13.529999999999998,2026-07-14 18:41:12
865,2026-04-20,Clothing,49.23,28.92,1,20.309999999999995,2026-07-14 18:41:12
866,2026-04-20,Clothing,190.3,123.1,4,67.20000000000002,2026-07-14 18:41:12
867,2026-04-20,Electronics,273.35,139.5,1,133.85000000000002,2026-07-14 18:41:12
868,2026-04-20,Electronics,1304.61,877.39,5,427.2199999999999,2026-07-14 18:41:12
869,2026-04-20,Home & Kitchen,88.42,57.07,1,31.35,2026-07-14 18:41:12
870,2026-04-20,Sports,1697.71,983.5,14,714.21,2026-07-14 18:41:12
871,2026-04-20,Sports,848.28,477.07,7,371.21,2026-07-14 18:41:12
872,2026-04-21,Books,134.86,89.45,7,45.41000000000001,2026-07-14 18:41:12
873,2026-04-21,Clothing,186.26,95.06,4,91.19999999999999,2026-07-14 18:41:12
874,2026-04-21,Electronics,2872.58,1612.54,12,1260.04,2026-07-14 18:41:12
875,2026-04-21,Electronics,1142.72,642.86,5,499.86,2026-07-14 18:41:12
876,2026-04-21,Home & Kitchen,902.49,573.47,10,329.02,2026-07-14 18:41:12
877,2026-04-21,Home & Kitchen,1044.74,592.17,12,452.57000000000005,2026-07-14 18:41:12
878,2026-04-21,Home & Kitchen,181.32,123.52,2,57.8,2026-07-14 18:41:12
879,2026-04-22,Books,20.57,13.05,1,7.52,2026-07-14 18:41:12
880,2026-04-22,Books,285.91,157.09,14,128.82000000000002,2026-07-14 18:41:12
881,2026-04-22,Electronics,3208.74,1818.37,14,1390.37,2026-07-14 18:41:12
882,2026-04-22,Home & Kitchen,520.31,363.21,6,157.09999999999997,2026-07-14 18:41:12
883,2026-04-22,Sports,1202.94,691.43,11,511.5100000000001,2026-07-14 18:41:12
884,2026-04-23,Books,133.4,72.18,7,61.22,2026-07-14 18:41:12
885,2026-04-23,Clothing,177.22,100.89,4,76.33,2026-07-14 18:41:12
886,2026-04-23,Clothing,443.91,227.95,9,215.96000000000004,2026-07-14 18:41:12
887,2026-04-23,Electronics,715.28,398.76,3,316.52,2026-07-14 18:41:12
888,2026-04-23,Sports,1123.05,779.55,10,343.5,2026-07-14 18:41:12
889,2026-04-23,Sports,1412.24,914.53,12,497.71000000000004,2026-07-14 18:41:12
890,2026-04-24,Books,216.94,138.66,11,78.28,2026-07-14 18:41:12
891,2026-04-24,Clothing,504.44,269.58,11,234.86,2026-07-14 18:41:12
892,2026-04-24,Electronics,2624.1,1625.72,11,998.3799999999999,2026-07-14 18:41:12
893,2026-04-24,Home & Kitchen,841.62,533.93,10,307.69000000000005,2026-07-14 18:41:12
894,2026-04-24,Home & Kitchen,312.26,190.69,4,121.57,2026-07-14 18:41:12
895,2026-04-24,Sports,249.78,143.54,2,106.24000000000001,2026-07-14 18:41:12
896,2026-04-25,Books,18.47,10.89,1,7.579999999999998,2026-07-14 18:41:12
897,2026-04-25,Books,133.09,78.53,7,54.56,2026-07-14 18:41:12
898,2026-04-25,Clothing,488.42,253.26,11,235.16000000000003,2026-07-14 18:41:12
899,2026-04-25,Clothing,295.76,153.91,6,141.85,2026-07-14 18:41:12
900,2026-04-25,Electronics,2449.52,1636.18,10,813.3399999999999,2026-07-14 18:41:12
901,2026-04-25,Electronics,3190.3,1604.97,13,1585.3300000000002,2026-07-14 18:41:12
902,2026-04-25,Home & Kitchen,460.24,270.07,5,190.17000000000002,2026-07-14 18:41:12
903,2026-04-25,Home & Kitchen,691.91,442.98,8,248.92999999999995,2026-07-14 18:41:12
904,2026-04-25,Sports,1382.45,935.36,11,447.09000000000003,2026-07-14 18:41:12
905,2026-04-26,Books,260.66,153.18,13,107.48000000000002,2026-07-14 18:41:12
906,2026-04-26,Clothing,46.56,24.04,1,22.520000000000003,2026-07-14 18:41:12
907,2026-04-26,Clothing,95.49,63.46,2,32.029999999999994,2026-07-14 18:41:12
908,2026-04-26,Clothing,349.55,204.47,8,145.08,2026-07-14 18:41:12
909,2026-04-26,Electronics,2600.43,1406.33,10,1194.1,2026-07-14 18:41:12
910,2026-04-26,Electronics,1344.37,870.81,5,473.55999999999995,2026-07-14 18:41:12
911,2026-04-26,Electronics,1833.27,1107.83,7,725.44,2026-07-14 18:41:12
912,2026-04-26,Electronics,2032.12,1047.41,9,984.7099999999998,2026-07-14 18:41:12
913,2026-04-26,Home & Kitchen,1168.38,677.06,13,491.32000000000016,2026-07-14 18:41:12
914,2026-04-26,Home & Kitchen,1159.32,793.15,14,366.16999999999996,2026-07-14 18:41:12
915,2026-04-26,Home & Kitchen,643.17,391.93,8,251.23999999999995,2026-07-14 18:41:12
916,2026-04-27,Clothing,501.59,329.44,12,172.14999999999998,2026-07-14 18:41:12
917,2026-04-27,Clothing,90.0,59.13,2,30.869999999999997,2026-07-14 18:41:12
918,2026-04-27,Clothing,380.79,235.35,9,145.44000000000003,2026-07-14 18:41:12
919,2026-04-27,Electronics,271.2,141.67,1,129.53,2026-07-14 18:41:12
920,2026-04-27,Electronics,1607.95,815.23,6,792.72,2026-07-14 18:41:12
921,2026-04-27,Electronics,1824.54,916.46,7,908.0799999999999,2026-07-14 18:41:12
922,2026-04-27,Home & Kitchen,1088.06,652.71,12,435.3499999999999,2026-07-14 18:41:12
923,2026-04-27,Home & Kitchen,417.46,281.68,5,135.77999999999997,2026-07-14 18:41:12
924,2026-04-27,Home & Kitchen,739.54,497.74,9,241.79999999999995,2026-07-14 18:41:12
925,2026-04-27,Sports,1317.65,903.15,11,414.5000000000001,2026-07-14 18:41:12
926,2026-04-28,Books,90.16,61.75,5,28.409999999999997,2026-07-14 18:41:12
927,2026-04-28,Clothing,298.1,168.05,7,130.05,2026-07-14 18:41:12
928,2026-04-28,Electronics,1588.35,1075.11,6,513.24,2026-07-14 18:41:12
929,2026-04-28,Home & Kitchen,1177.15,693.62,13,483.5300000000001,2026-07-14 18:41:12
930,2026-04-28,Home & Kitchen,687.26,378.66,8,308.59999999999997,2026-07-14 18:41:12
931,2026-04-28,Sports,112.46,71.17,1,41.28999999999999,2026-07-14 18:41:12
932,2026-04-28,Sports,1278.85,841.3,10,437.54999999999995,2026-07-14 18:41:12
933,2026-04-28,Sports,492.69,283.15,4,209.54000000000002,2026-07-14 18:41:12
934,2026-04-29,Books,208.8,106.81,11,101.99000000000001,2026-07-14 18:41:12
935,2026-04-29,Books,56.67,34.22,3,22.450000000000003,2026-07-14 18:41:12
936,2026-04-29,Books,138.03,89.46,7,48.57000000000001,2026-07-14 18:41:12
937,2026-04-29,Clothing,128.02,73.08,3,54.94000000000001,2026-07-14 18:41:12
938,2026-04-29,Electronics,3163.39,1686.56,14,1476.83,2026-07-14 18:41:12
939,2026-04-29,Home & Kitchen,1175.53,731.31,14,444.22,2026-07-14 18:41:12
940,2026-04-29,Sports,241.53,158.9,2,82.63,2026-07-14 18:41:12
941,2026-04-29,Sports,589.33,379.76,5,209.57000000000005,2026-07-14 18:41:12
942,2026-04-30,Clothing,42.33,23.94,1,18.389999999999997,2026-07-14 18:41:12
943,2026-04-30,Clothing,42.36,24.5,1,17.86,2026-07-14 18:41:12
944,2026-04-30,Electronics,2735.84,1674.71,11,1061.13,2026-07-14 18:41:12
945,2026-04-30,Electronics,705.65,424.49,3,281.15999999999997,2026-07-14 18:41:12
946,2026-04-30,Electronics,776.85,452.42,3,324.43,2026-07-14 18:41:12
947,2026-04-30,Home & Kitchen,1086.16,706.84,13,379.32000000000005,2026-07-14 18:41:12
948,2026-04-30,Home & Kitchen,481.39,333.11,6,148.27999999999997,2026-07-14 18:41:12
949,2026-04-30,Sports,108.43,71.41,1,37.02000000000001,2026-07-14 18:41:12
950,2026-04-30,Sports,119.9,82.33,1,37.57000000000001,2026-07-14 18:41:12
